"CIF","CARDNUMBER","TRANSACTIONID"
29,"417-50-2805",948857
30,"478-77-0168",391447
31,"057-47-0307",213728
32,"731-01-3327",573592
33,"084-76-7037",294250
34,"667-88-5438",953005
35,"775-26-1206",522563
36,"723-13-7731",476917
37,"377-16-0536",817900
38,"588-25-0202",343331
39,"573-50-0347",366002
40,"801-64-4471",916584
41,"354-16-2062",413858
42,"837-86-6353",834497
43,"471-02-2438",348410
44,"745-84-5503",365894
45,"542-35-2342",367378
46,"161-78-0226",115453
47,"100-74-7353",324094
48,"821-51-0773",494797
49,"500-88-5554",378972
50,"362-64-7780",833807
51,"671-68-5564",137602
52,"060-11-2111",674872
53,"682-81-7633",359802
54,"710-87-8515",982389
55,"804-18-1012",932975
56,"117-77-0065",881283
57,"624-13-0454",998089
58,"328-13-7268",217046
59,"461-25-2550",208558
60,"347-47-0667",319977
61,"134-35-4852",257103
62,"105-66-5586",618910
63,"345-71-0885",405069
64,"636-02-3822",755548
65,"583-85-7164",353206
66,"803-22-4017",734580
67,"824-65-1518",525435
68,"348-74-5400",549214
69,"075-68-1033",276781
70,"428-12-4181",768898
71,"606-32-8656",719206
72,"810-82-6185",873329
73,"773-36-5267",770155
74,"011-20-5434",415646
75,"181-68-1544",432981
76,"816-73-7264",628503
77,"637-18-8217",888084
78,"427-26-4174",379431
79,"232-33-8711",564777
80,"323-08-2058",653853
81,"001-78-5567",813768
82,"478-83-4181",811639
83,"536-34-7814",379928
84,"478-07-6871",365036
85,"031-21-8088",811186
86,"842-34-2305",650173
87,"652-07-4277",213468
88,"458-65-8450",596942
89,"760-55-5756",857113
90,"664-42-2061",703052
91,"872-51-8188",383309
92,"623-81-7544",549970
93,"170-78-2658",637230
94,"481-16-5303",737792
95,"682-58-1827",783125
96,"504-33-0552",849238
97,"134-40-3885",786833
98,"438-28-8232",889614
99,"418-87-2656",372420
100,"160-61-7604",527032
1,"348-14-6088",541283
2,"285-83-6186",925775
3,"811-84-3310",130970
4,"773-80-8680",188257
5,"171-24-1530",873870
6,"110-44-7471",428535
7,"425-86-2712",302260
8,"830-04-7362",290084
9,"564-28-0407",196112
10,"077-14-3850",830824
11,"748-68-5701",487240
1,"348-14-6088",324494
2,"285-83-6186",193256
3,"811-84-3310",369039
4,"773-80-8680",867220
5,"171-24-1530",656666
6,"110-44-7471",260735
7,"425-86-2712",936793
8,"830-04-7362",660112
9,"564-28-0407",194175
10,"077-14-3850",571927
11,"748-68-5701",430178
12,"031-57-1657",506275
13,"142-35-0766",523643
14,"145-28-6565",496784
15,"112-63-6481",239339
16,"853-42-5384",324842
17,"832-23-2782",893133
18,"702-72-3427",858893
19,"010-51-1700",875609
20,"355-41-2463",309301
21,"725-05-6638",444962
22,"105-78-4218",890587
23,"043-88-2028",626114
24,"865-72-7506",683434
25,"565-50-8781",891338
26,"358-87-6367",553973
27,"778-08-5267",972743
28,"322-56-6040",966634
29,"417-50-2805",735178
30,"478-77-0168",602907
31,"057-47-0307",101778
32,"731-01-3327",868911
33,"084-76-7037",559008
34,"667-88-5438",405393
35,"775-26-1206",724746
36,"723-13-7731",108215
37,"377-16-0536",553721
38,"588-25-0202",958156
39,"573-50-0347",425595
40,"801-64-4471",787145
41,"354-16-2062",467029
42,"837-86-6353",204154
43,"471-02-2438",686602
44,"745-84-5503",901233
45,"542-35-2342",232458
46,"161-78-0226",817066
47,"100-74-7353",894207
48,"821-51-0773",611144
49,"500-88-5554",100481
50,"362-64-7780",218410
51,"671-68-5564",363692
52,"060-11-2111",468640
53,"682-81-7633",759880
54,"710-87-8515",564044
55,"804-18-1012",530277
56,"117-77-0065",775188
57,"624-13-0454",531895
58,"328-13-7268",191824
59,"461-25-2550",465962
60,"347-47-0667",698419
61,"134-35-4852",796298
62,"105-66-5586",713337
63,"345-71-0885",669746
64,"636-02-3822",881506
65,"583-85-7164",142584
66,"803-22-4017",252142
67,"824-65-1518",183204
68,"348-74-5400",898514
69,"075-68-1033",248108
70,"428-12-4181",739708
71,"606-32-8656",528334
72,"810-82-6185",994444
73,"773-36-5267",445005
74,"011-20-5434",629534
75,"181-68-1544",854415
76,"816-73-7264",859876
77,"637-18-8217",907545
78,"427-26-4174",946537
79,"232-33-8711",294164
80,"323-08-2058",191576
81,"001-78-5567",469021
82,"478-83-4181",409957
83,"536-34-7814",557975
84,"478-07-6871",224494
85,"031-21-8088",339302
86,"842-34-2305",392668
87,"652-07-4277",238338
88,"458-65-8450",507047
89,"760-55-5756",308137
90,"664-42-2061",689060
91,"872-51-8188",906400
92,"623-81-7544",237815
93,"170-78-2658",817149
94,"481-16-5303",475794
95,"682-58-1827",871103
96,"504-33-0552",338684
97,"134-40-3885",999961
98,"438-28-8232",915541
99,"418-87-2656",972576
100,"160-61-7604",750673
1,"348-14-6088",390195
2,"285-83-6186",504566
3,"811-84-3310",446455
4,"773-80-8680",138490
5,"171-24-1530",687728
6,"110-44-7471",782962
7,"425-86-2712",132820
8,"830-04-7362",760910
9,"564-28-0407",780884
10,"077-14-3850",211525
11,"748-68-5701",703933
1,"348-14-6088",263226
2,"285-83-6186",256849
3,"811-84-3310",666418
4,"773-80-8680",485824
5,"171-24-1530",986593
6,"110-44-7471",191713
7,"425-86-2712",664775
8,"830-04-7362",995061
9,"564-28-0407",274977
10,"077-14-3850",531506
11,"748-68-5701",133592
12,"031-57-1657",194818
13,"142-35-0766",395716
14,"145-28-6565",437525
15,"112-63-6481",497482
16,"853-42-5384",405832
17,"832-23-2782",868861
18,"702-72-3427",709301
19,"010-51-1700",376818
20,"355-41-2463",828524
21,"725-05-6638",427014
22,"105-78-4218",319901
23,"043-88-2028",598051
24,"865-72-7506",354198
25,"565-50-8781",332691
26,"358-87-6367",653600
27,"778-08-5267",225311
28,"322-56-6040",534557
29,"417-50-2805",753336
30,"478-77-0168",888720
31,"057-47-0307",565154
32,"731-01-3327",805956
33,"084-76-7037",405444
34,"667-88-5438",702917
35,"775-26-1206",820763
36,"723-13-7731",670405
37,"377-16-0536",674580
38,"588-25-0202",616227
39,"573-50-0347",231653
40,"801-64-4471",854818
41,"354-16-2062",979273
42,"837-86-6353",705876
43,"471-02-2438",710068
44,"745-84-5503",906363
45,"542-35-2342",335965
46,"161-78-0226",826743
47,"100-74-7353",229792
48,"821-51-0773",804748
49,"500-88-5554",334058
50,"362-64-7780",461188
51,"671-68-5564",459197
52,"060-11-2111",548567
53,"682-81-7633",451276
54,"710-87-8515",365513
55,"804-18-1012",573556
56,"117-77-0065",179837
57,"624-13-0454",120048
58,"328-13-7268",781398
59,"461-25-2550",485267
60,"347-47-0667",179087
61,"134-35-4852",569477
62,"105-66-5586",417092
63,"345-71-0885",654450
64,"636-02-3822",369491
65,"583-85-7164",846705
66,"803-22-4017",113375
67,"824-65-1518",682808
68,"348-74-5400",556355
69,"075-68-1033",975613
70,"428-12-4181",966643
71,"606-32-8656",704225
72,"810-82-6185",835119
73,"773-36-5267",425713
74,"011-20-5434",902446
75,"181-68-1544",120402
76,"816-73-7264",560688
77,"637-18-8217",986063
78,"427-26-4174",530600
79,"232-33-8711",686994
80,"323-08-2058",815253
81,"001-78-5567",229261
82,"478-83-4181",513399
83,"536-34-7814",710244
84,"478-07-6871",444086
85,"031-21-8088",685435
86,"842-34-2305",163747
87,"652-07-4277",499625
88,"458-65-8450",273684
89,"760-55-5756",910237
90,"664-42-2061",792004
91,"872-51-8188",226633
92,"623-81-7544",547365
93,"170-78-2658",596217
94,"481-16-5303",828450
95,"682-58-1827",774485
96,"504-33-0552",132021
97,"134-40-3885",642120
98,"438-28-8232",331365
99,"418-87-2656",993173
100,"160-61-7604",539040
1,"348-14-6088",724748
2,"285-83-6186",417092
3,"811-84-3310",598385
4,"773-80-8680",729595
5,"171-24-1530",840850
6,"110-44-7471",467114
7,"425-86-2712",826742
8,"830-04-7362",181562
9,"564-28-0407",869757
10,"077-14-3850",595258
11,"748-68-5701",656390
1,"348-14-6088",705069
2,"285-83-6186",422041
3,"811-84-3310",221115
4,"773-80-8680",121115
5,"171-24-1530",739277
6,"110-44-7471",758051
7,"425-86-2712",835926
8,"830-04-7362",757522
9,"564-28-0407",672120
10,"077-14-3850",475591
11,"748-68-5701",990449
12,"031-57-1657",171591
13,"142-35-0766",558981
14,"145-28-6565",238401
15,"112-63-6481",862122
16,"853-42-5384",385636
17,"832-23-2782",985531
18,"702-72-3427",701353
19,"010-51-1700",122104
20,"355-41-2463",966748
21,"725-05-6638",360679
22,"105-78-4218",987102
23,"043-88-2028",893686
24,"865-72-7506",612299
25,"565-50-8781",324580
26,"358-87-6367",500326
27,"778-08-5267",921684
28,"322-56-6040",131621
29,"417-50-2805",431126
30,"478-77-0168",876218
31,"057-47-0307",636899
32,"731-01-3327",561645
33,"084-76-7037",996290
34,"667-88-5438",225644
35,"775-26-1206",862490
36,"723-13-7731",445485
37,"377-16-0536",666716
38,"588-25-0202",868285
39,"573-50-0347",704101
40,"801-64-4471",699491
41,"354-16-2062",844592
42,"837-86-6353",517123
43,"471-02-2438",759904
44,"745-84-5503",887097
45,"542-35-2342",740568
46,"161-78-0226",684713
47,"100-74-7353",189160
48,"821-51-0773",485960
49,"500-88-5554",681520
50,"362-64-7780",536591
51,"671-68-5564",753985
52,"060-11-2111",663172
53,"682-81-7633",161898
54,"710-87-8515",666990
55,"804-18-1012",125786
56,"117-77-0065",845456
57,"624-13-0454",917032
58,"328-13-7268",584352
59,"461-25-2550",996258
60,"347-47-0667",954473
61,"134-35-4852",616295
62,"105-66-5586",153628
63,"345-71-0885",471762
64,"636-02-3822",418978
65,"583-85-7164",711075
66,"803-22-4017",293201
67,"824-65-1518",835663
68,"348-74-5400",347879
69,"075-68-1033",291518
70,"428-12-4181",201182
71,"606-32-8656",191982
72,"810-82-6185",784756
73,"773-36-5267",395414
74,"011-20-5434",772584
75,"181-68-1544",691356
76,"816-73-7264",616667
77,"637-18-8217",180394
78,"427-26-4174",464716
79,"232-33-8711",173557
80,"323-08-2058",647614
81,"001-78-5567",841839
82,"478-83-4181",369690
83,"536-34-7814",910754
84,"478-07-6871",139864
85,"031-21-8088",392007
86,"842-34-2305",965969
87,"652-07-4277",239132
88,"458-65-8450",863925
89,"760-55-5756",376631
90,"664-42-2061",784723
91,"872-51-8188",553364
92,"623-81-7544",664660
93,"170-78-2658",397448
94,"481-16-5303",857205
95,"682-58-1827",794913
96,"504-33-0552",806294
97,"134-40-3885",178674
98,"438-28-8232",322148
99,"418-87-2656",135867
100,"160-61-7604",979978
1,"348-14-6088",691107
2,"285-83-6186",123999
3,"811-84-3310",244537
4,"773-80-8680",501471
5,"171-24-1530",742228
6,"110-44-7471",354776
7,"425-86-2712",781699
8,"830-04-7362",287976
9,"564-28-0407",827794
10,"077-14-3850",881249
11,"748-68-5701",355759
1,"348-14-6088",790143
2,"285-83-6186",469654
3,"811-84-3310",334877
4,"773-80-8680",590654
5,"171-24-1530",751203
6,"110-44-7471",517490
7,"425-86-2712",506112
8,"830-04-7362",867124
9,"564-28-0407",644373
10,"077-14-3850",354904
11,"748-68-5701",102053
12,"031-57-1657",912825
13,"142-35-0766",309567
14,"145-28-6565",708400
15,"112-63-6481",550703
16,"853-42-5384",427648
17,"832-23-2782",799237
18,"702-72-3427",621579
19,"010-51-1700",104799
20,"355-41-2463",667162
21,"725-05-6638",861393
22,"105-78-4218",801348
23,"043-88-2028",784059
24,"865-72-7506",411022
25,"565-50-8781",105868
26,"358-87-6367",697935
27,"778-08-5267",936278
28,"322-56-6040",339422
29,"417-50-2805",328745
30,"478-77-0168",855149
31,"057-47-0307",837128
32,"731-01-3327",421093
33,"084-76-7037",345446
34,"667-88-5438",724843
35,"775-26-1206",492449
36,"723-13-7731",570110
37,"377-16-0536",784344
38,"588-25-0202",291873
39,"573-50-0347",823504
40,"801-64-4471",882233
41,"354-16-2062",429083
42,"837-86-6353",787840
43,"471-02-2438",494766
44,"745-84-5503",920106
45,"542-35-2342",785327
46,"161-78-0226",599477
47,"100-74-7353",118936
48,"821-51-0773",107320
49,"500-88-5554",305499
50,"362-64-7780",516595
51,"671-68-5564",552846
52,"060-11-2111",891047
53,"682-81-7633",703635
54,"710-87-8515",398987
55,"804-18-1012",363387
56,"117-77-0065",501391
57,"624-13-0454",386081
58,"328-13-7268",319915
59,"461-25-2550",552695
60,"347-47-0667",606489
61,"134-35-4852",198180
62,"105-66-5586",625661
63,"345-71-0885",876145
64,"636-02-3822",678223
65,"583-85-7164",811824
66,"803-22-4017",146092
67,"824-65-1518",789486
68,"348-74-5400",262285
69,"075-68-1033",969109
70,"428-12-4181",791612
71,"606-32-8656",257819
72,"810-82-6185",507146
73,"773-36-5267",881792
74,"011-20-5434",251254
75,"181-68-1544",117490
76,"816-73-7264",466668
77,"637-18-8217",331410
78,"427-26-4174",708433
79,"232-33-8711",734313
80,"323-08-2058",581487
81,"001-78-5567",155594
82,"478-83-4181",917587
83,"536-34-7814",297738
84,"478-07-6871",291893
85,"031-21-8088",722748
86,"842-34-2305",855619
87,"652-07-4277",312481
88,"458-65-8450",867837
89,"760-55-5756",180067
90,"664-42-2061",335124
91,"872-51-8188",644020
92,"623-81-7544",789045
93,"170-78-2658",101609
94,"481-16-5303",691350
95,"682-58-1827",779309
96,"504-33-0552",434669
97,"134-40-3885",692762
98,"438-28-8232",266070
99,"418-87-2656",589241
100,"160-61-7604",260149
1,"348-14-6088",878597
2,"285-83-6186",869291
3,"811-84-3310",938127
4,"773-80-8680",861215
5,"171-24-1530",898622
6,"110-44-7471",617430
7,"425-86-2712",416539
8,"830-04-7362",222100
9,"564-28-0407",793347
10,"077-14-3850",808347
11,"748-68-5701",238098
1,"348-14-6088",707934
2,"285-83-6186",270935
3,"811-84-3310",491798
4,"773-80-8680",218578
5,"171-24-1530",188024
6,"110-44-7471",775520
7,"425-86-2712",709679
8,"830-04-7362",757352
9,"564-28-0407",478220
10,"077-14-3850",791068
11,"748-68-5701",186824
12,"031-57-1657",674010
13,"142-35-0766",696810
14,"145-28-6565",166917
15,"112-63-6481",775568
16,"853-42-5384",572631
17,"832-23-2782",980864
18,"702-72-3427",291690
19,"010-51-1700",436774
20,"355-41-2463",109688
21,"725-05-6638",403802
22,"105-78-4218",162548
23,"043-88-2028",818013
24,"865-72-7506",614232
25,"565-50-8781",140487
26,"358-87-6367",695037
27,"778-08-5267",892196
28,"322-56-6040",838770
29,"417-50-2805",263542
30,"478-77-0168",811183
31,"057-47-0307",628286
32,"731-01-3327",665881
33,"084-76-7037",305582
34,"667-88-5438",622915
35,"775-26-1206",492970
36,"723-13-7731",275003
37,"377-16-0536",755900
38,"588-25-0202",961189
39,"573-50-0347",591658
40,"801-64-4471",123811
41,"354-16-2062",808800
42,"837-86-6353",358500
43,"471-02-2438",379070
44,"745-84-5503",112207
45,"542-35-2342",671465
46,"161-78-0226",217109
47,"100-74-7353",449358
48,"821-51-0773",771001
49,"500-88-5554",203783
50,"362-64-7780",497715
51,"671-68-5564",955987
52,"060-11-2111",470416
53,"682-81-7633",603476
54,"710-87-8515",478529
55,"804-18-1012",880283
56,"117-77-0065",640682
57,"624-13-0454",924755
58,"328-13-7268",293834
59,"461-25-2550",642144
60,"347-47-0667",559235
61,"134-35-4852",263493
62,"105-66-5586",924491
63,"345-71-0885",739126
64,"636-02-3822",839038
65,"583-85-7164",687181
66,"803-22-4017",547470
67,"824-65-1518",808431
68,"348-74-5400",353698
69,"075-68-1033",986217
70,"428-12-4181",353384
71,"606-32-8656",312728
72,"810-82-6185",366398
73,"773-36-5267",380228
74,"011-20-5434",861064
75,"181-68-1544",234585
76,"816-73-7264",535125
77,"637-18-8217",151029
78,"427-26-4174",580939
79,"232-33-8711",992496
80,"323-08-2058",210632
81,"001-78-5567",641840
82,"478-83-4181",197137
83,"536-34-7814",910469
84,"478-07-6871",558917
85,"031-21-8088",632986
86,"842-34-2305",177698
87,"652-07-4277",674500
88,"458-65-8450",349942
89,"760-55-5756",249629
90,"664-42-2061",351888
91,"872-51-8188",926707
92,"623-81-7544",907963
93,"170-78-2658",242486
94,"481-16-5303",668277
95,"682-58-1827",975285
96,"504-33-0552",169923
97,"134-40-3885",339856
98,"438-28-8232",827850
99,"418-87-2656",802251
100,"160-61-7604",348156
1,"348-14-6088",383458
2,"285-83-6186",544419
3,"811-84-3310",819146
4,"773-80-8680",350107
5,"171-24-1530",678631
6,"110-44-7471",394112
7,"425-86-2712",569649
8,"830-04-7362",498276
9,"564-28-0407",337407
10,"077-14-3850",780500
11,"748-68-5701",899725
1,"348-14-6088",233795
2,"285-83-6186",107276
3,"811-84-3310",522782
4,"773-80-8680",399559
5,"171-24-1530",816162
6,"110-44-7471",805900
7,"425-86-2712",867698
8,"830-04-7362",534311
9,"564-28-0407",623853
10,"077-14-3850",658671
11,"748-68-5701",422165
12,"031-57-1657",888867
13,"142-35-0766",743710
14,"145-28-6565",129910
15,"112-63-6481",325143
16,"853-42-5384",822059
17,"832-23-2782",391954
18,"702-72-3427",231161
19,"010-51-1700",586654
20,"355-41-2463",647293
21,"725-05-6638",196471
22,"105-78-4218",754376
23,"043-88-2028",639545
24,"865-72-7506",601547
25,"565-50-8781",514838
26,"358-87-6367",739097
27,"778-08-5267",933137
28,"322-56-6040",189546
29,"417-50-2805",946782
30,"478-77-0168",629424
31,"057-47-0307",346224
32,"731-01-3327",148286
33,"084-76-7037",873192
34,"667-88-5438",390618
35,"775-26-1206",604698
36,"723-13-7731",967599
37,"377-16-0536",481467
38,"588-25-0202",613253
39,"573-50-0347",292850
40,"801-64-4471",694249
41,"354-16-2062",146013
42,"837-86-6353",391528
43,"471-02-2438",815335
44,"745-84-5503",609281
45,"542-35-2342",232515
46,"161-78-0226",366678
47,"100-74-7353",162428
48,"821-51-0773",740991
49,"500-88-5554",717585
50,"362-64-7780",209946
51,"671-68-5564",752779
52,"060-11-2111",813036
53,"682-81-7633",289452
54,"710-87-8515",564193
55,"804-18-1012",165117
56,"117-77-0065",154618
57,"624-13-0454",127445
58,"328-13-7268",206829
59,"461-25-2550",878752
60,"347-47-0667",716990
61,"134-35-4852",226327
62,"105-66-5586",629689
63,"345-71-0885",355661
64,"636-02-3822",382308
65,"583-85-7164",878492
66,"803-22-4017",929543
67,"824-65-1518",358092
68,"348-74-5400",818402
69,"075-68-1033",319689
70,"428-12-4181",305491
71,"606-32-8656",745618
72,"810-82-6185",749149
73,"773-36-5267",886423
74,"011-20-5434",977284
75,"181-68-1544",282699
76,"816-73-7264",290096
77,"637-18-8217",343535
78,"427-26-4174",311817
79,"232-33-8711",734294
80,"323-08-2058",345017
81,"001-78-5567",385008
82,"478-83-4181",353321
83,"536-34-7814",351045
84,"478-07-6871",795396
85,"031-21-8088",734685
86,"842-34-2305",239691
87,"652-07-4277",858803
88,"458-65-8450",134722
89,"760-55-5756",746912
90,"664-42-2061",143337
91,"872-51-8188",531518
92,"623-81-7544",614872
93,"170-78-2658",387574
94,"481-16-5303",407370
95,"682-58-1827",953099
96,"504-33-0552",978230
97,"134-40-3885",706439
98,"438-28-8232",944524
